"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CEN24LA033","ACC","193361","2023-11-07T16:10:00Z","Jackson","Michigan","United States",,"N118PW","1460-163","false","Aviation","",,,"None","0","0","0",,,,"42.245776999999997","-84.405968000000001","AERO COMMANDER","500-B","AIR","n/a",,"false","2",,"NSCH","POSI","135","Substantial","VMC","Central Air Southwest","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193361/pdf"
"DCA24WA044","OCC","193545","2023-10-26T12:00:00Z","Val-d'Or",,"Canada",,"C-FLSX",,"false","Aviation","",,,,,,,,,,"48.053333000000002","-77.782777999999993","DE HAVILLAND","Dash 8","AIR","YVO","Val-d'Or Airport","false","2",,"SCHD",,"NUSC","None",,"Air Creebec","Approach","N/A",,"Prelim","","None"
"DCA24FA017","ACC","193297","2023-10-24T15:20:00Z","Houston","Texas","United States",,"N510HM, N269AA","510-0468, 258800","false","Aviation","",,,"None","0","0","0",,,,"29.640699999999999","-95.274000000000001","TEXTRON AVIATION INC, RAYTHEON AIRCRAFT COMPANY","510, HAWKER 850XP","AIR, AIR","KHOU","William P Hobby Airport","false, false","2, 2",,"NSCH, NSCH","PERS","091, 135","Substantial, Minor",,"SB 501 LLC, WHITMORE HOLDINGS LLC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193297/pdf"
"DCA24LA043","INC","193541","2023-10-18T23:55:00Z","Chicago","Illinois","United States",,"N30913","35879","false","Aviation","DirectorBrief","2024-03-12T04:00:00Z","2024-03-12T18:00:00Z","None","0","0","0","The flight crew’s misperception of the distance required to safely pass the hangar and failure to request additional ground handling support while taxiing, which resulted in a collision with a hangar. Contributing to the accident was United Airlines Maintenance Ramp personnel’s ambiguous taxi instructions and lack of obstruction clearance guidance.","Personnel issues - Psychological - Perception/orientation/illusion - Perception - Flight crew, Personnel issues - Task performance - Communication (personnel) - Accuracy of communication - Maintenance personnel",,"41.991892999999997","-87.927606999999995","BOEING","787","AIR","ORD","CHICAGO O'HARE INTL","false","2","TF","NSCH","FERY","091","Minor","VMC","UNITED AIRLINES INC","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193541","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193541/pdf"
"DCA24WA008","INC","193229","2023-10-08T14:05:00Z","Casablanca","Other Foreign","Morocco",,"CN-ROU",,"false","Aviation","",,,,,,,,,,,,"BOEING","737","AIR","GMMN","Mohamed V","false",,,"SCHD",,"NUSC","Minor",,"Royal Air Maroc","Standing","N/A",,"Prelim","","None"
"DCA24WA009","INC","193230","2023-10-05T16:35:00Z","Marrakesh",,"Morocco",,"CN-RGH",,"false","Aviation","",,,,,,,,,,,,"BOEING","737","AIR",,,"false",,,"SCHD",,"NUSC","None",,"Royal Air Maroc","Taxi","N/A",,"Prelim","","None"
"DCA24WA004","OCC","193211","2023-10-04T13:25:00Z","London","Other Foreign","United Kingdom",,"EI-EGD",,"false","Aviation","",,,,,,,,,,,,"BOEING","737","AIR",,,"false",,,"SCHD",,"129","Unknown",,"Ryan Air","Taxi","N/A",,"Prelim","","None"
"DCA23LA468","ACC","193204","2023-09-30T15:00:00Z","Denver","Colorado","United States",,"N37560","67184","false","Aviation","",,,"None","0","0","0",,,,"39.849311999999998","-104.67382000000001","BOEING","737-9","AIR","KDEN","Denver International","false","2",,"SCHD",,"121","Substantial",,"UNITED AIRLINES INC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193204/pdf"
"DCA23LA465","ACC","193179","2023-09-28T08:57:00Z","Ann Arbor","Michigan","United States",,"N804AN","40622","false","Aviation","",,,"Serious","0","1","0",,,,"42.280799999999999","-83.742999999999995","BOEING","787-8","AIR",,,"false","2",,"SCHD",,"121","None",,"AMERICAN AIRLINES INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193179/pdf"
"DCA23LA462","ACC","193129","2023-09-25T04:00:00Z","Carribean Sea",,"Jamaica",,"N569JB","2075","false","Aviation","",,,"Serious","0","3","4",,,,"16.197641000000001","-77.389799999999994","AIRBUS","A320-232","AIR",,,"false","2",,"SCHD",,"121","None",,"JETBLUE AIRWAYS CORP","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193129/pdf"
"CEN23LA421","ACC","193143","2023-09-22T07:30:00Z","Midland","Texas","United States",,"N391SP","172S8286","false","Aviation","DirectorBrief","2024-02-01T05:00:00Z","2024-02-01T18:00:00Z","None","0","0","0","The student pilot’s improper landing flare, which resulted in a hard, bounced landing, and the nose landing gear collapse.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot",,"32.036389","-102.10138000000001","CESSNA","172S","AIR","MDD","Midland Airpark","false","1","REC","NSCH","INST","091","Substantial","VMC","FLORIS FLIGHT SERVICES LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193143","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193143/pdf"
"WPR23LA350","ACC","193112","2023-09-20T14:45:00Z","Challis","Idaho","United States",,"N3923G","U206-0923","false","Aviation","",,,"None","0","0","0",,,,"44.979438999999999","-114.73477","CESSNA","U206C","AIR","U54","Bernard USFS","false","1",,"NSCH","BUS","135","Substantial","VMC","MIDDLE FORK AVIATION INC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193112/pdf"
"ANC23LA082","ACC","193105","2023-09-16T17:35:00Z","Fairbanks","Alaska","United States",,"N713C","1438","false","Aviation","DirectorBrief","2024-04-04T04:00:00Z","2024-04-04T17:00:00Z","None","0","0","0","The pilot’s encounter with windshear during initial climb out, which resulted in a loss of control.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Windshear - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on equipment",,"67.438100000000006","-147.77719999999999","HELIO","H-295","AIR",,,"false","1","REC","NSCH","BUS","135","Substantial","VMC","WRIGHT AIR SERVICE INC","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193105","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193105/pdf"
"DCA23WA453","INC","193082","2023-09-16T01:06:00Z","Thalang - Phuket","Other Foreign","Thailand",,"RA--73141","65312","false","Aviation","",,,,"0","0","0",,,,"8.1130560000000003","98.316666999999995","BOEING","777","AIR","VTSP","Phuket International Airport","false","2",,"SCHD",,"NUSC","Minor",,"Aeroflot","Landing","N/A",,"Prelim","","None"
"DCA23WA450","INC","193075","2023-09-08T05:00:00Z","Manchester","Other Foreign","United Kingdom",,"G-LSAA","24122","false","Aviation","",,,,"0","0","0",,,,"53.353889000000002","-2.2749999999999999","BOEING","757","AIR","EGCC","Manchester Airport","false","2",,"SCHD",,"NUSC","None",,,"Takeoff","N/A",,"Prelim","","None"
"DCA23LA445","ACC","193031","2023-09-07T02:32:00Z","Hebron","Kentucky","United States",,"N37531","66119","false","Aviation","DirectorBrief","2023-10-17T04:00:00Z","2024-03-27T18:00:00Z","Serious","0","1","0","An inadvertent encounter with convectively induced turbulence (CIT) during descent.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Awareness of condition, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Flight crew",,"38.750900000000001","-85.267600000000002","BOEING","737-9","AIR",,,"false","2","TF","SCHD",,"121","None","VMC","UNITED AIRLINES INC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193031","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193031/pdf"
"ANC23LA071","ACC","193005","2023-09-04T16:10:00Z","King Salmon","Alaska","United States",,"N193AL, N97EL","52344, 1345","false","Aviation","",,,"Minor","0","0","1",,,,"58.889294999999997","-155.62890999999999","BELL HELICOPTER TEXTRON CANADA, DEHAVILLAND","206L-4, DHC-2","HELI, AIR",,,"false, false","1, 1",,"NSCH, NSCH","POSI, BUS","135, 091","Substantial, Minor","VMC","Maritime Helicopters, ALASKAS ENCHANTED LAKE LODGE INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193005/pdf"
"CEN23LA387","ACC","192967","2023-08-30T08:15:00Z","Henderson","Kentucky","United States",,"N313CT","BB-461","false","Aviation","DirectorBrief","2024-01-25T05:00:00Z","2024-01-25T18:00:00Z","None","0","0","0","An in-flight collision with a bird shortly after takeoff.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate, Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment",,"37.807777999999999","-87.677778000000004","BEECH","200","AIR","EHR","Henderson City","false","2","TP","NSCH","BUS","091","Substantial","VMC","BEL-Air. LLC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192967","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192967/pdf"
"DCA23FA428","ACC","192959","2023-08-29T18:31:00Z","Atlanta","Georgia","United States",,"N579DZ","0313","false","Aviation","",,,"Serious","0","4","13",,,,"34.095632999999999","-83.834485999999998","AIRBUS SAS","A350-941","AIR",,,"false","2",,"SCHD",,"121","None",,"Delta Air Lines","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192959/pdf"
"ANC23LA067","ACC","192982","2023-08-28T12:05:00Z","Chinitna Bay","Alaska","United States",,"N1733R","U20602068","false","Aviation","DirectorBrief","2024-04-04T04:00:00Z","2024-04-04T17:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control on takeoff.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Effect on operation, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Contributed to outcome",,"59.866971999999997","-153.11274","CESSNA","U206F","AIR",,,"false","1","REC","NSCH","BUS","135","Substantial","VMC","Alaska Skyways Inc","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192982","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192982/pdf"
"DCA23WA424","ACC","192940","2023-08-24T20:30:00Z","Black Point","Other Foreign","Bahamas",,"C6-FLR",,"false","Aviation","",,,,"0","0","0",,,,"24.089278","-76.397917000000007","BEECH","99","AIR","MYEB","Black Point Airport","false","2",,"SCHD",,"NUSC","Unknown",,"Flamingo Air Ltd","Landing","N/A",,"Prelim","","None"
"DCA23WA423","INC","192939","2023-08-24T12:00:00Z","Maturin","Other Foreign","Venezuela",,"YV648T","49763","false","Aviation","",,,"None","0","0","0",,,,"9.7486110000000004","-63.154167000000001","DOUGLAS","DC9","AIR",,,"false","2",,"SCHD",,"NUSC","None",,"Rutuca","Enroute","N/A",,"Prelim","","None"
"ENG23WA035","OCC","192971","2023-08-22T21:57:00Z","Jeddah","Other Foreign","Saudi Arabia",,"VT-IUD","8710","false","Aviation","",,,,,,,,,,,,"AIRBUS","A321","AIR",,,"false",,,"SCHD",,"NUSC","None",,"IndiGo","Enroute","N/A",,"Prelim","","None"
"DCA23FA417","ACC","192903","2023-08-20T23:15:00Z","Santa Ana","California","United States",,"N516AS","39044","false","Aviation","",,,"None","0","0","0",,,,"33.675700999999997","-117.86799000000001","BOEING","737-890","AIR","KSNA","John Wayne/Orange County Airport","false","2",,"SCHD",,"121","Substantial","IMC","Alaska Airlines","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192903/pdf"
"DCA23LA421","ACC","192927","2023-08-18T19:11:00Z","Over the","Atlantic Ocean","United States",,"N209UA","30215","false","Aviation","DirectorBrief","2024-03-12T04:00:00Z",,"Serious","0","1","8","An inadvertent encounter with clear air turbulence during cruise flight.","Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Awareness of condition, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Cabin crew, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Flight crew, Personnel issues - Physical - Impairment/incapacitation - Illness/injury - Cabin crew",,"40","-60","BOEING","777-222","AIR",,,"false","2","TF","SCHD",,"121","None","VMC","UNITED AIRLINES INC","Enroute","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192927/pdf"
"ERA23LA354","ACC","192966","2023-08-18T17:50:00Z","Fishers Island","New York","United States",,"N405WB","32-7640043","false","Aviation","",,,"None","0","0","0",,,,"41.254632000000001","-72.024732","PIPER","PA-32-300","AIR","0B8","ELIZABETH FLD","false","1",,"NSCH",,"135","Substantial","VMC","NEW ENGLAND AIRLINES INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192966/pdf"
"DCA23WA416","ACC","192894","2023-08-17T04:00:00Z","Elmina","Other Foreign","Malaysia",,"N28JV","RB-97","false","Aviation","",,,"Fatal","10","0","0",,,,,,"RAYTHEON AIRCRAFT COMPANY","390","AIR",,,"false","2",,"NSCH",,"NUSN","Destroyed",,"Jet Valet","Approach","N/A",,"Prelim","","None"
"ANC23LA063","ACC","192889","2023-08-14T10:20:00Z","Skwentna","Alaska","United States",,"N4891Z","U20606044","false","Aviation","DirectorBrief","2023-10-26T04:00:00Z","2023-10-26T17:00:00Z","None","0","0","0","The airplane’s float contacted an undetected submerged gravel bar during landing which resulted in a nose over.","Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Awareness of condition",,"61.953015999999998","-151.25359","CESSNA","U206G","AIR","NA",,"false","1","REC","NSCH","BUS","135","Substantial","VMC","Rust's Flying Service","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192889","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192889/pdf"
"DCA23LA411","ACC","192864","2023-08-14T06:45:00Z","Chicago","Illinois","United States",,"N776MS","17000050","false","Aviation","",,,"Serious","0","1","0",,,,"41.976939999999999","-87.908150000000006","EMBRAER","ERJ 170-100 SE","AIR",,,"false","2",,"SCHD",,"121","None","VMC","Envoy Air","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192864/pdf"
"OPS23FA010","OCC","192847","2023-08-11T19:06:00Z","San Diego","California","United States",,"N7734H, N564HV","33923, 560-6211","false","Aviation","",,,,"0","0","0",,,,"32.730189000000003","-117.17562","BOEING, TEXTRON AVIATION INC","737-7BD, 560XL","AIR, AIR","SAN","SAN DIEGO INTL","false, false","2, 2",,"SCHD, NSCH","EXEC","121, 091","None, None","VMC","SOUTHWEST AIRLINES CO, HY-VEE INC","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192847/pdf"
"ANC23FA061","ACC","192841","2023-08-09T12:15:00Z","Skwentna","Alaska","United States",,"N4481Z","18-8816","false","Aviation","",,,"Fatal","2","0","0",,,,"62.462452999999996","-152.35865999999999","PIPER","PA-18-150","AIR",,,"false","1",,"NSCH","BUS","135","Destroyed","Unknown","Willow Creek Aviation, LLC","Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192841/pdf"
"DCA23WA422","ACC","192932","2023-08-09T07:49:00Z","Gran Canaria","Other Foreign","Spain",,"EC-MVI","1483","false","Aviation","",,,"None","0","0","0",,,,"27.931944000000001","-15.386666999999999","ATR","ATR72","AIR","GCLP","Gran Canaria Airport","false","2",,"SCHD",,"NUSC","Unknown",,"NAYSA","Landing","N/A",,"Prelim","","None"
"DCA23WA414","INC","192874","2023-08-07T12:00:00Z","Barcelona","Other Foreign","Venezuela",,"YV3158","23984","false","Aviation","",,,"None","0","0","0",,,,"10.107222","-64.689166999999998","BOEING","737","AIR",,,"false","2",,"SCHD",,"NUSC","None",,"Not Provided","Enroute","N/A",,"Prelim","","None"
"DCA23WA401","ACC","192840","2023-08-07T07:10:00Z","South Kalimantan","Other Foreign","Indonesia",,"PK-GNM","41322","false","Aviation","",,,"None","0","0","0",,,,"-3.4422220000000001","114.7625","BOEING","737","AIR","WAOO","Syamsudin Noor International Airport","false","2",,"SCHD",,"NUSC","Substantial",,"PT Garuda Indonesia (Persero), Tbk","Landing","N/A",,"Prelim","","None"
"WPR23LA318","ACC","192906","2023-08-05T16:41:00Z","Indian Creek","Idaho","United States",,"N7067Z","21062572","false","Aviation","DirectorBrief","2024-01-04T05:00:00Z","2024-01-04T18:00:00Z","None","0","0","0","The pilot's improper fuel management, which resulted in fuel starvation, and gear up landing on a dirt airstrip.","Environmental issues - Physical environment - Terrain - Rough terrain - Contributed to outcome, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"44.761139","-115.10736","CESSNA","T210M","AIR","S81","INDIAN CREEK USFS","false","1","REC","NSCH","BUS","135","Substantial","VMC","GEM AIR, LCC","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=192906","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192906/pdf"
