NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl
DCA19CA168,ACC,99650,2019-06-17T10:20:00Z,Pittsburgh,Pennsylvania,United States,,N8608N,36638,false,Aviation,DirectorBrief,2022-02-24T05:00:00Z,2022-02-25T05:00:00Z,None,0,0,0,a provisioning truck that impacted the airplane resulting in substantial damage.,Personnel issues - Physical - Impairment/incapacitation - Other loss of consciousness - Ground crew,,40.491390000000003,-80.232780000000005,BOEING,737-8H4,AIR,KPIT,Pittsburgh International,false,,,SCHD,,121,Substantial,VMC,Southwest Airlines,Standing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=99650,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/99650/pdf
DCA19CA130,ACC,99199,2019-03-27T19:25:00Z,Nashville,Tennessee,United States,,N249WN,34951,false,Aviation,DirectorBrief,2019-08-23T04:00:00Z,2019-08-26T14:22:00Z,None,0,0,0,a collision with a bird.,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment,,36.124442999999999,-86.678054000000003,Boeing,737,AIR,KBNA,Nashville International Airpor,false,2,TF,SCHD,,121,Substantial,VMC,Southwest Airlines,Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=99199,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/99199/pdf
DCA19IA036,INC,98737,2018-12-06T10:02:00Z,Burbank,California,United States,,N752SW,29804,false,Aviation,DirectorBrief,2022-07-20T04:00:00Z,2021-02-11T18:00:00Z,None,0,0,0,"(1) The flight crewmembers’ decision, due to plan continuation bias, to continue the approach despite indications of windshear and a higher-than-expected tailwind and (2) the flight crew’s misperception of the airplane’s touchdown point, which was farther down the runway than the crew assumed because of the faster-than-expected groundspeed. Contributing to the accident was Southwest Airlines’ lack of guidance to prompt flight crews to reassess operator-provided landing data when arrival weather conditions differ from those used in the original landing data calculation.","Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Decision related to condition, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Rain - Decision related to condition, Personnel issues - Action/decision - Action - Incorrect action performance - Flight crew, Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Flight crew, Organizational issues - Support/oversight/monitoring - Training - (general) - Operator, Personnel issues - Experience/knowledge - Knowledge - Knowledge of procedures - Flight crew, Organizational issues - Management - Resources - Adequacy of documents/info - Operator",,34.200552999999999,-118.35861,Boeing,737,AIR,BUR,Bob Hope Airport,false,2,TF,SCHD,,121,Minor,IMC,Southwest Airlines,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=98737,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98737/pdf
DCA19CA207,ACC,98494,2018-10-15T13:10:00Z,Albany,New York,United States,,N7816B,28009,false,Aviation,DirectorBrief,2022-02-24T05:00:00Z,,Serious,0,1,0,an encounter with convective turbulence that resulted in a serious injury to a flight attendant.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,40.709933999999997,-73.950630000000004,Boeing,737,AIR,,,false,2,TF,SCHD,,121,None,IMC,Southwest Airlines,Enroute,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98494/pdf
DCA19CA006,ACC,98460,2018-10-11T11:00:00Z,San Jose,California,United States,,N734SA,27866,false,Aviation,DirectorBrief,2022-01-06T05:00:00Z,2022-01-06T05:00:00Z,Serious,0,1,0,A passenger falling while returning to her seat which resulted in a serious injury.,Personnel issues - Action/decision - Action - (general) - Passenger,,37.333331999999999,-121.900001,Boeing,737,AIR,,,false,2,TF,SCHD,,121,None,VMC,SOUTHWEST AIRLINES CO,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=98460,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98460/pdf
DCA19CA005,ACC,98459,2018-10-09T23:00:00Z,Nashville,Tennessee,United States,,N287WN,32537,false,Aviation,DirectorBrief,2022-01-06T05:00:00Z,2022-01-06T05:00:00Z,Serious,0,1,1,flight attendant tripping over a passenger's knee that resulted in hot liquid splashing on the flight attendant.,Personnel issues - Task performance - (general) - (general) - Cabin crew,,36.072775999999998,-86.404167000000001,Boeing,737,AIR,,,false,2,TF,SCHD,,121,None,Unknown,SOUTHWEST AIRLINES CO,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=98459,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/98459/pdf
DCA18CA209,ACC,97469,2018-06-12T11:44:00Z,Phoenix,Arizona,United States,,N8693A,36921,false,Aviation,DirectorBrief,2020-07-08T04:00:00Z,2020-10-09T15:03:48Z,Serious,0,1,0,a passenger bumping into a flight attendant who was holding a hot liquid.,Personnel issues - Task performance - (general) - (general) - Cabin crew,,33.260275999999998,-112.004165,BOEING,737-8H4,AIR,KPHX,Phoenix Sky Harbor Internation,false,2,TF,SCHD,,121,None,Unknown,SOUTHWEST AIRLINES CO,Standing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=97469,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/97469/pdf
DCA18CA169,ACC,97175,2018-05-07T00:08:00Z,Baltimore,Maryland,United States,,N8655D,42529,false,Aviation,DirectorBrief,2018-09-05T04:00:00Z,2018-08-13T13:17:00Z,None,0,0,0,The maintenance truck driver's failure to give way to the airplane that resulted in the truck colliding with the taxiing aircraft.,Personnel issues - Action/decision - Action - Incorrect action performance - Ground crew,,39.179164,-76.667220999999998,BOEING,737-8H4,AIR,KBWI,Baltimore/Thurgood Marshall In,false,2,TF,SCHD,,121,Substantial,VMC,SOUTHWEST AIRLINES CO,Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=97175,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/97175/pdf
DCA18MA142,ACC,97056,2018-04-17T11:03:00Z,Philadelphia,Pennsylvania,United States,AAR1903,N772SW,27880,true,Aviation,Report,2020-03-10T04:00:00Z,2018-11-14T13:00:00Z,Fatal,1,8,125,"A low-cycle fatigue crack in the dovetail of fan blade No. 13, which resulted in the fan blade separating in flight and impacting the engine fan case at a location that was critical to the structural integrity and performance of the fan cowl structure. This impact led to the in-flight separation of fan cowl components, including the inboard fan cowl aft latch keeper, which struck the fuselage near a cabin window and caused the window to depart from the airplane, the cabin to rapidly depressurize, and the passenger fatality.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Compressor section - Fatigue/wear/corrosion, Aircraft - Aircraft structures - Nacelles/pylons structure - Nacelle/pylon misc structure - Damaged/degraded, Aircraft - Aircraft structures - Windows-windshield system - Passenger compartment windows - Damaged/degraded, Organizational issues - Management - Resources - Availability of documents/info - FAA/Regulator, Personnel issues - Action/decision - Action - Lack of action - Cabin crew",,39.871943999999999,-75.239997000000002,BOEING,737 7H4,AIR,KPHL,Philadelphia,false,2,TF,SCHD,,121,Substantial,VMC,SOUTHWEST AIRLINES CO,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=97056,https://www.ntsb.gov/investigations/Pages/DCA18MA142.aspx
DCA18CA074,ACC,96582,2017-11-19T13:30:00Z,Los Angeles,California,United States,,N740SW,29276,false,Aviation,DirectorBrief,2018-09-05T04:00:00Z,2018-08-21T19:35:00Z,Serious,0,1,0,The provisioning agent's lack of situational awareness while stepping from the airplane to the provisioning van.  Contributing to the accident was the provisioning vans failed switch.,"Environmental issues - Physical environment - Object/animal/substance - Ground equipment - Contributed to outcome, Personnel issues - Psychological - Attention/monitoring - Attention - Ground crew",,33.944999000000003,-118.408058,BOEING,737 7H4,AIR,LAX,Los Angeles International,false,2,TF,SCHD,,121,None,VMC,Southwest Airlines,Standing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=96582,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/96582/pdf
DCA18CA001,ACC,96133,2017-10-02T08:40:00Z,Chicago,Illinois,United States,,N930WN,36636,false,Aviation,DirectorBrief,2020-06-08T04:00:00Z,2020-07-15T02:00:00Z,None,0,0,0,"the mechanical failure of the tugs fuel governor, which made it difficult for the ramp agent to stop the tug.  Contributing to the accident was the lack of guidance on how ground personnel were to handle vehicle malfunctions.","Aircraft - Aircraft handling/service - Loading - (general) - Not serviced/maintained, Organizational issues - Support/oversight/monitoring - Training - Initial training - Training organization",,41.786388000000002,-87.745277000000002,BOEING,737 7H4,AIR,KMDW,Chicago Midway International A,false,2,TF,SCHD,,121,Substantial,VMC,Southwest Airlines,Standing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=96133,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/96133/pdf
DCA17CA217,ACC,96147,2017-09-25T16:00:00Z,Sioux City,Iowa,United States,,N500WR,36898,false,Aviation,DirectorBrief,2020-06-08T04:00:00Z,2020-07-14T05:16:00Z,Serious,0,1,0,the flight attendant accidentally pouring hot water on his hand which resulted in a 2nd degree burn.,Personnel issues - Task performance - (general) - (general) - Cabin crew,,42.499721000000001,-96.420828999999998,BOEING,737-8H4,AIR,,,false,2,TF,SCHD,,121,None,Unknown,Southwest Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=96147,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/96147/pdf
ENG17IA027,INC,95321,2017-06-03T09:55:00Z,Washington,District of Columbia,United States,,N765SW,29805,false,Aviation,DirectorBrief,2018-06-26T04:00:00Z,2018-06-20T15:17:00Z,None,0,0,0,"The failure the control alternator gearshaft, which disconnected the accessory gearbox from the rest of the engine and resulted in an uncommanded in-flight shutdown of the left engine and subsequent flight diversion.  The control alternator gearshaft failed because of high cycle fatigue intergranular corrosion cracking.  Contributing to the failure of the control alternator gearshaft were additional manufacturing processing steps to address part non-conformances that reduced its high cycle fatigue capability and potential change in vibratory environment since the last shop visit.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Accessory drives - Failure, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Accessory drives - Fatigue/wear/corrosion",,38.948611999999997,-77.450278999999995,BOEING,737 7H4,AIR,IAD,WASHINGTON DULLES INTL,false,2,TF,SCHD,,121,Minor,Unknown,SOUTHWEST AIRLINES CO,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=95321,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/95321/pdf
DCA17CA072,ACC,94770,2017-02-11T21:50:00Z,Phoenix,Arizona,United States,,N7822A,32596,false,Aviation,DirectorBrief,2017-05-26T04:00:00Z,2017-05-30T17:28:00Z,Serious,0,1,0,the catering agent's lack of situational awareness when exiting the airplane that resulted in a serious injury.,Personnel issues - Task performance - Planning/preparation - (general) - Ground crew,,33.434165,-112.01166499999999,BOEING,737 76N,AIR,PHX,Phoenix Sky Harbor,false,2,TF,SCHD,,121,None,VMC,SOUTHWEST AIRLINES CO,Standing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=94770,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94770/pdf
DCA17CA005,ACC,94180,2016-10-05T18:25:00Z,Denver,Colorado,United States,,N8324A,35966,false,Aviation,DirectorBrief,2020-04-06T04:00:00Z,2020-04-16T12:13:00Z,Serious,0,1,0,the flight attendant losing her balance as she was removing her carry-on baggage resulted in her falling against an arm rest causing the serious injury.,Personnel issues - Task performance - (general) - (general) - Cabin crew,,39.861666999999997,-104.673057,BOEING,737-8H4,AIR,KDEN,Denver International Airport,false,2,,SCHD,,121,None,Unknown,Southwest Airlines,Standing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=94180,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/94180/pdf
DCA16FA217,ACC,93897,2016-08-27T10:30:00Z,Pensacola,Florida,United States,,N766SW,29806,false,Aviation,DirectorBrief,2020-03-30T04:00:00Z,2018-11-14T13:00:00Z,None,0,0,0,"A low-cycle fatigue crack in the dovetail of fan blade No. 23, which resulted in the fan blade separating in flight and impacting the fan case. This impact caused the fan blade to fracture into fragments that traveled farther than expected into the inlet, which compromised the structural integrity of the inlet and led to the in-flight separation of inlet components. A portion of the inlet struck the fuselage and created a hole, causing the cabin to depressurize.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Compressor section - Fatigue/wear/corrosion, Aircraft - Aircraft structures - Nacelles/pylons structure - Plates/skins (nacelle/pylon) - Damaged/degraded, Aircraft - Aircraft structures - Fuselage - Fuselage main structure - Damaged/degraded",,30.473333,-87.186667999999997,BOEING,737-700,AIR,KPNS,Pensacola,false,2,TF,SCHD,,121,Substantial,VMC,Southwest Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=93897,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/93897/pdf
DCA16CA077,ACC,92654,2016-01-28T20:30:00Z,Titusville,Florida,United States,,N718SW,27852,false,Aviation,DirectorBrief,2017-01-23T05:00:00Z,2016-10-31T18:40:00Z,Serious,0,1,0,an inadvertent encounter with clear air turbulence.,Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel,,28.5,-79.5,BOEING,737 7H4,AIR,,,false,2,TF,SCHD,,121,None,VMC,SOUTHWEST AIRLINES CO,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=92654,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92654/pdf
DCA16CA052,ACC,92587,2015-12-26T14:41:00Z,San Diego,California,United States,,N7733B,32678,false,Aviation,DirectorBrief,2018-09-05T04:00:00Z,2018-08-13T13:39:00Z,Serious,0,1,0,An inadvertent encounter with clear air turbulence.,Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel,,32.868330999999998,-116.550003,BOEING,737 76N,AIR,,,false,2,TF,SCHD,,121,None,VMC,SOUTHWEST AIRLINES CO,Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=92587,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92587/pdf
DCA16CA053,ACC,92588,2015-12-23T03:16:00Z,Charlotte,North Carolina,United States,,N475WN,32474,false,Aviation,DirectorBrief,2018-09-05T04:00:00Z,2018-08-13T17:40:00Z,Serious,0,1,0,An inadvertent encounter with clear air turbulence.,Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel,,35.285831000000002,-80.821387999999999,BOEING,737 7H4,AIR,,,false,2,TF,SCHD,,121,None,IMC,SOUTHWEST AIRLINES CO,Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=92588,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92588/pdf
DCA16LA032,ACC,92458,2015-12-15T19:30:00Z,Nashville,Tennessee,United States,,N649SW,27719,false,Aviation,DirectorBrief,2017-01-23T05:00:00Z,2016-11-01T11:17:00Z,None,0,0,0,"the flight crew's early turn towards the assigned gate because taxiway lighting had been inadvertently turned off by the controller-in-charge which resulted in the airplane leaving the paved surface.

 

Contributing to the accident was the operation of the screen-saver function on the lighting control panel that prevented the tower controllers from having an immediate visual reference to the status of the airfield lighting.","Environmental issues - Operating environment - Airport facilities/design - Taxiway lighting - Contributed to outcome, Organizational issues - Development - Design - Equipment design - ATC, Personnel issues - Physical - Sensory ability/limitation - Visual function - Pilot, Aircraft - Aircraft handling/service - Towing and taxiing - Taxiing - Not specified, Personnel issues - Task performance - Use of equip/info - Use of equip/system - ATC personnel",,36.099997999999999,-86.599997999999999,BOEING,737 3H4,AIR,KBNA,Nashville International Airpor,false,2,TF,SCHD,,121,Substantial,VMC,Southwest Airlines,Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=92458,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92458/pdf
DCA16CA026,ACC,92381,2015-11-29T19:15:00Z,St Louis,Missouri,United States,,N467WN,33830,false,Aviation,DirectorBrief,2016-04-20T04:00:00Z,2021-07-21T04:00:00Z,Serious,0,1,0,an inadvertent encounter with clear air turbulence.,Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel,,38.629607999999998,-90.240516,BOEING,737 7H4,AIR,KSTL,Lambert,false,2,TF,SCHD,,121,None,IMC,SOUTHWEST AIRLINES CO,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=92381,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92381/pdf
DCA16CA008,ACC,92218,2015-10-09T18:00:00Z,Pound Ridge,New York,United States,,N383SW,26589,false,Aviation,DirectorBrief,2016-04-08T04:00:00Z,2016-04-08T17:08:00Z,Serious,0,1,0,hot water spilled from a cup onto the flight attendant's arm resulting in a 2nd degree burn.,Personnel issues - Task performance - (general) - (general) - Cabin crew,,41.239165999999997,-73.579718999999997,BOEING,737 3H4,AIR,,,false,2,TF,SCHD,,121,None,Unknown,SOUTHWEST AIRLINES CO,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=92218,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/92218/pdf
DCA15CA176,ACC,91844,2015-08-23T12:30:00Z,Oakland,California,United States,,N232WN,32500,false,Aviation,DirectorBrief,2016-04-08T04:00:00Z,2016-04-08T19:46:00Z,Serious,0,1,0,"inadvertent jet blast, resulting in debris striking ground operations personnel.",Aircraft - Aircraft handling/service - Towing and taxiing - Taxiing - Incorrect use/operation,,37.721668000000001,-122.221664,BOEING,737 7H4,AIR,KOAK,Metro Oakland Airport,false,2,TF,SCHD,,121,None,VMC,Southwest Airlines,Taxi,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=91844,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/91844/pdf
DCA15CA050,ACC,90607,2014-12-11T10:30:00Z,San Jose,California,United States,,N481WN,29853,false,Aviation,DirectorBrief,2015-11-19T05:00:00Z,2015-11-19T17:15:00Z,Serious,0,1,0,an inadvertent encounter with convective turbulence during descent.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,37.362777000000001,-121.929168,BOEING,737 7H4,AIR,,,false,2,TF,SCHD,,121,None,IMC,Southwest Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=90607,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/90607/pdf
WPR14LA346,ACC,89880,2014-08-14T10:41:00Z,Salt Lake City,Utah,United States,,N758SW,27873,false,Aviation,DirectorBrief,2018-07-16T04:00:00Z,2018-04-04T19:52:00Z,None,0,0,0,The disconnection of baggage carts that subsequently collided with the parked airplane following the tug driving over a dip in the roadway.,"Personnel issues - Task performance - Use of equip/info - (general) - Ground crew, Environmental issues - Physical environment - Object/animal/substance - Ground equipment - Contributed to outcome, Environmental issues - Physical environment - Terrain - Rough terrain - Effect on operation",,40.786388000000002,-111.973052,BOEING,737 7H4,AIR,SLC,SALT LAKE CITY INTL,false,2,TF,SCHD,,121,Substantial,VMC,SOUTHWEST AIRLINES CO,Standing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=89880,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/89880/pdf
