NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,Findings,EventID,Latitude,"Longitude ",Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,BroadPhaseofFlight,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl
DCA23WA453,INC,193082,2023-09-16T01:06:00Z,Thalang - Phuket,Other Foreign,Thailand,,RA--73141,65312,false,Aviation,,,,,0,0,0,,,,8.1130560000000003,98.316666999999995,BOEING,777,AIR,VTSP,Phuket International Airport,false,2,,SCHD,,NUSC,Minor,,Aeroflot,Landing,N/A,,Prelim,,None
DCA23WA450,INC,193075,2023-09-08T05:00:00Z,Manchester,Other Foreign,United Kingdom,,G-LSAA,24122,false,Aviation,,,,,0,0,0,,,,53.353889000000002,-2.2749999999999999,BOEING,757,AIR,EGCC,Manchester Airport,false,2,,SCHD,,NUSC,None,,,Takeoff,N/A,,Prelim,,None
DCA23LA445,ACC,193031,2023-09-07T02:32:00Z,Hebron,Kentucky,United States,,N37531,66119,false,Aviation,DirectorBrief,2023-10-17T04:00:00Z,2024-03-27T18:00:00Z,Serious,0,1,0,An inadvertent encounter with convectively induced turbulence (CIT) during descent.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Awareness of condition, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Flight crew",,38.750900000000001,-85.267600000000002,BOEING,737-9,AIR,,,false,2,TF,SCHD,,121,None,VMC,UNITED AIRLINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=193031,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193031/pdf
DCA23WA423,INC,192939,2023-08-24T12:00:00Z,Maturin,Other Foreign,Venezuela,,YV648T,49763,false,Aviation,,,,None,0,0,0,,,,9.7486110000000004,-63.154167000000001,DOUGLAS,DC9,AIR,,,false,2,,SCHD,,NUSC,None,,Rutuca,Enroute,N/A,,Prelim,,None
DCA23FA417,ACC,192903,2023-08-20T23:15:00Z,Santa Ana,California,United States,,N516AS,39044,false,Aviation,,,,None,0,0,0,,,,33.675700999999997,-117.86799000000001,BOEING,737-890,AIR,KSNA,John Wayne/Orange County Airport,false,2,,SCHD,,121,Substantial,IMC,Alaska Airlines,Landing,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192903/pdf
DCA23LA421,ACC,192927,2023-08-18T19:11:00Z,Over the,Atlantic Ocean,United States,,N209UA,30215,false,Aviation,DirectorBrief,2024-03-12T04:00:00Z,,Serious,0,1,8,An inadvertent encounter with clear air turbulence during cruise flight.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Awareness of condition, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Cabin crew, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Flight crew, Personnel issues - Physical - Impairment/incapacitation - Illness/injury - Cabin crew",,40,-60,BOEING,777-222,AIR,,,false,2,TF,SCHD,,121,None,VMC,UNITED AIRLINES INC,Enroute,Completed,,Final,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192927/pdf
DCA23LA411,ACC,192864,2023-08-14T06:45:00Z,Chicago,Illinois,United States,,N776MS,17000050,false,Aviation,,,,Serious,0,1,0,,,,41.976939999999999,-87.908150000000006,EMBRAER,ERJ 170-100 SE,AIR,,,false,2,,SCHD,,121,None,VMC,Envoy Air,Enroute,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192864/pdf
DCA23WA414,INC,192874,2023-08-07T12:00:00Z,Barcelona,Other Foreign,Venezuela,,YV3158,23984,false,Aviation,,,,None,0,0,0,,,,10.107222,-64.689166999999998,BOEING,737,AIR,,,false,2,,SCHD,,NUSC,None,,Not Provided,Enroute,N/A,,Prelim,,None
DCA23WA401,ACC,192840,2023-08-07T07:10:00Z,South Kalimantan,Other Foreign,Indonesia,,PK-GNM,41322,false,Aviation,,,,None,0,0,0,,,,-3.4422220000000001,114.7625,BOEING,737,AIR,WAOO,Syamsudin Noor International Airport,false,2,,SCHD,,NUSC,Substantial,,"PT Garuda Indonesia (Persero), Tbk",Landing,N/A,,Prelim,,None
ENG23LA033,OCC,192883,2023-08-03T08:35:00Z,Jacksonville,Florida,United States,,N649JB,2977,false,Aviation,,,,None,0,0,0,,,,30.486166999999998,-81.750781000000003,AIRBUS,A320,AIR,JAX,Jacksonville International Airport,false,2,,SCHD,,121,None,,JetBlue,Approach,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192883/pdf
DCA23LA409,ACC,192860,2023-08-03T02:06:00Z,Chantilly,Virginia,United States,,N676UA,30028,false,Aviation,,,,,,,,,,,38.947456000000003,-77.459929000000002,BOEING,767-322,AIR,IAD,WASHINGTON DULLES INTL,false,2,,SCHD,,121,Substantial,,UNITED AIRLINES INC,Landing,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192860/pdf
DCA23LA384,ACC,192744,2023-07-29T10:34:00Z,Houston,Texas,United States,,N641UA,25091,false,Aviation,,,,None,0,0,0,,,,29.989605000000001,-95.344154000000003,BOEING,767-322,AIR,IAH,GEORGE BUSH INTCNTL/HOUSTON,false,2,,SCHD,,121,Substantial,,UNITED AIRLINES INC,Landing,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192744/pdf
DCA23WA410,INC,192861,2023-07-28T10:47:00Z,RIO DE JANEIRO,Other Foreign,Brazil,,PR-GXM,39629,false,Aviation,,,,,0,0,0,,,,-22.809999999999999,-43.250556000000003,BOEING,737,AIR,SBGL,Rio de Janeiro/Galeão–Antonio Carlos Jobim International Airport,false,2,,SCHD,,NUSC,None,,GOL LINHAS AEREAS S.A.,Approach,N/A,,Prelim,,None
DCA23LA382,ACC,192742,2023-07-28T08:16:00Z,Myrtle Beach,Atlantic Ocean,United States,,N77431,32833,false,Aviation,DirectorBrief,2023-11-15T05:00:00Z,2023-11-15T19:00:00Z,Serious,0,1,0,An encounter with convectively induced turbulence (CIT) while in cruise flight.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Awareness of condition, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Flight crew",,34.516666999999998,-74.085278000000002,BOEING,737-924ER,AIR,,,false,2,TF,SCHD,,121,None,IMC,UNITED AIRLINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=192742,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192742/pdf
DCA23LA383,ACC,192743,2023-07-24T15:30:00Z,East Palestine,Ohio,United States,,N279WN,32532,false,Aviation,DirectorBrief,2023-10-16T04:00:00Z,2023-10-16T18:00:00Z,Serious,0,1,0,An inadvertent encounter with convectively induced turbulence (CIT) during descent.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Awareness of condition, Personnel issues - Experience/knowledge - Knowledge - Knowledge of meteorologic cond - Flight crew",,40.880000000000003,-80.658000000000001,BOEING,737,AIR,,,false,2,TF,SCHD,,121,None,IMC,SOUTHWEST AIRLINES CO,Approach,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=192743,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192743/pdf
DCA23LA395,ACC,192791,2023-07-23T04:00:00Z,Fort Lauderdale,Florida,United States,,N229NV,730,false,Aviation,,,,Serious,0,1,0,,,,28.399999999999999,-80.349999999999994,AIRBUS,A320-214,AIR,,,false,2,,SCHD,,121,None,VMC,"Allegiant Air, LLC",Enroute,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192791/pdf
DCA23WA377,OCC,192688,2023-07-21T08:30:00Z,Le Mans,Other Foreign,France,,EC-NGC,28236,false,Aviation,,,,,,,,,,,46.796433999999998,0.90422100000000005,BOEING,737,AIR,,,false,,,SCHD,,NUSC,None,,Albastar Airlines,Enroute,N/A,,Prelim,,None
DCA23WA369,INC,192658,2023-07-17T14:40:00Z,San Salvador,Other Foreign,El Salvador,,N684DA,27104,false,Aviation,,,,None,0,0,0,,,,13.440833,-89.055555999999996,BOEING,757-232,AIR,MSLP,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,false,2,,SCHD,,NUSC,Unknown,,DELTA AIR LINES INC,Taxi,N/A,,Prelim,,None
DCA23WA386,INC,192752,2023-07-13T04:00:00Z,Antalya,,Jordan,,JY-SOA,,false,Aviation,,,,,,,,,,,31.294122999999999,36.701929,BOEING,737,AIR,,,false,,,SCHD,,NUSC,None,,FLY Jordan,Enroute,N/A,,Prelim,,None
DCA23LA378,ACC,192698,2023-07-12T15:10:00Z,Inverness,Florida,United States,,N249NV,7766,false,Aviation,DirectorBrief,2023-10-19T04:00:00Z,2023-10-17T18:00:00Z,Serious,0,2,4,An inadvertent encounter with convectively induced turbulence during descent.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Awareness of condition",,27.9102,-82.687400999999994,AIRBUS,A320-214,AIR,,,false,2,TF,SCHD,,121,None,IMC,"Allegiant Air, LLC",Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=192698,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192698/pdf
ENG23LA031,INC,192493,2023-06-28T10:19:00Z,Newark,New Jersey,United States,,N37516,43454,false,Aviation,,,,None,0,0,0,,,,40.688688999999997,-74.173724000000007,BOEING,737-9,AIR,EWR,NEWARK LIBERTY INTL,false,2,,SCHD,,121,Minor,,United Airlines,Taxi,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192493/pdf
DCA23FA339,ACC,192485,2023-06-28T08:58:00Z,Charlotte,North Carolina,United States,,N955AT,55017,false,Aviation,,,,None,0,0,0,,,,35.215366000000003,-80.955102999999994,BOEING,717-200,AIR,CLT,CHARLOTTE/DOUGLAS INTL,false,2,,SCHD,,121,Substantial,,Delta Air Lines Inc,Landing,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192485/pdf
DCA23WA311,INC,192354,2023-06-10T22:35:00Z,Casablanca,Other Foreign,Morocco,,CN-RGV,,false,Aviation,,,,,0,0,0,,,,33.367221999999998,-7.5897220000000001,BOEING,737,AIR,GMMN,Mohammed V International Airport,false,,,SCHD,,NUSC,Unknown,,Royal Air Moroc,Takeoff,N/A,,Prelim,,None
DCA23LA305,ACC,192293,2023-06-01T17:06:00Z,Chicago,Illinois,United States,,N28457,41744,false,Aviation,DirectorBrief,2023-10-16T04:00:00Z,2023-10-16T18:00:00Z,Serious,0,1,0,An encounter with convectively-induced turbulence (CIT).,Environmental issues - Conditions/weather/phenomena - Convective weather - (general) - Effect on personnel,,42.631500000000003,-88.271799999999999,BOEING,737-924ER,AIR,,,false,2,TF,SCHD,,121,None,VMC,UNITED AIRLINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=192293,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/192293/pdf
DCA23WA301,INC,192270,2023-05-27T21:56:00Z,Jeddah,Other Foreign,Saudi Arabia,,SU-GEM,63805,false,Aviation,,,,None,0,0,0,,,,21.679444,39.156666999999999,BOEING,737,AIR,JED,King Abdulaziz International Airport,false,2,,SCHD,,NUSC,Unknown,,Egypt Air,Landing,N/A,,Prelim,,None
DCA23WA373,INC,192678,2023-05-22T15:40:00Z,Vargas,Other Foreign,Venezuela,,YV-2953,19000643,false,Aviation,,,,None,0,0,0,,,,10.603056,-66.990555999999998,EMBRAER,ERJ190,AIR,SVMI,Simón Bolívar International Airport,false,,,SCHD,,NUSC,None,,Conviasa,Takeoff,N/A,,Prelim,,None
DCA23LA278,ACC,135369,2023-05-05T04:54:00Z,Charlotte,North Carolina,United States,,N921US,6523,false,Aviation,DirectorBrief,2023-07-18T04:00:00Z,2024-03-27T18:00:00Z,None,0,0,0,The captain’s failure to maintain the appropriate airspeed and pitch attitude during landing which resulted in a tailstrike.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,35.215877999999996,-80.950874999999996,AIRBUS,A321-231,AIR,CLT,CHARLOTTE/DOUGLAS INTL,false,2,TF,SCHD,,121,Substantial,VMC,AMERICAN AIRLINES INC,Landing,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=135369,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/135369/pdf
DCA23LA252,ACC,107126,2023-04-22T12:00:00Z,Atlantic Ocean,Atlantic Ocean,United States,,N770AN,29578,false,Aviation,,,,Serious,0,1,3,,,,39.011172000000002,-41.008763000000002,BOEING,777-223,AIR,,,false,2,,SCHD,,121,None,,AMERICAN AIRLINES INC,Enroute,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/107126/pdf
DCA23WA226,INC,107002,2023-04-02T17:50:00Z,Pyrzowice,Other Foreign,Poland,,SP-ENO,29921,false,Aviation,,,,None,0,0,0,,,,50.474167000000001,19.079999999999998,BOEING,737,AIR,,,false,2,,,,NUSC,None,,Enter Air,Enroute,N/A,,Prelim,,None
DCA23WA224,INC,107000,2023-03-30T10:53:00Z,Jakarta,Other Foreign,Indonesia,,PK-GMC,30155,false,Aviation,,,,None,0,0,0,,,,-6.1255559999999996,106.655833,BOEING,737,AIR,WIII,Soekarno - Hatta International Airport,false,2,,SCHD,,NUSC,Unknown,,PT Garuda Indonesia,Landing,N/A,,Prelim,,None
DCA23WA263,INC,107198,2023-03-28T04:00:00Z,Pacific Ocean,Pacific Ocean,Japan,,9V-SWQ,,false,Aviation,,,,,0,0,0,,,,34.653759999999998,-132.10741999999999,BOEING,777,AIR,,,false,2,,SCHD,,NUSC,Unknown,,Singapore Airlines Ltd,Enroute,N/A,,Prelim,,None
DCA23LA221,ACC,106964,2023-03-22T17:26:00Z,Houston,Texas,United States,,N1902U,2714,false,Aviation,DirectorBrief,2023-06-16T04:00:00Z,2023-06-20T19:00:00Z,None,0,0,0,The first officer's failure to maintain the correct airspeed and pitch attitude during landing which resulted in a tailstrike.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Copilot",,29.977799999999998,-95.305700000000002,AIRBUS,A320-232,AIR,IAH,GEORGE BUSH INTCNTL/HOUSTON,false,2,TF,SCHD,,121,Substantial,VMC,UNITED AIRLINES INC,Unknown,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=106964,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106964/pdf
DCA23LA213,ACC,106933,2023-03-21T15:23:00Z,Sacramento,California,United States,,N79011,29859,false,Aviation,DirectorBrief,2023-06-16T04:00:00Z,2023-06-20T19:00:00Z,Serious,0,1,0,An encounter with forecast convective turbulence during climb.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel, Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on operation",,38.416789999999999,-121.56391000000001,BOEING,777-224,AIR,,,false,2,TF,SCHD,,121,None,VMC,UNITED AIRLINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=106933,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106933/pdf
DCA23WA225,INC,107001,2023-03-11T12:51:00Z,Nuremberg,Other Foreign,Germany,,PH-BGF,,false,Aviation,,,,None,0,0,0,,,,49.498610999999997,11.078056,BOEING,737,AIR,EDDN,Nuremburg Airport,false,2,,SCHD,,NUSC,None,,KLM Royal Dutch Airlines,Unknown,N/A,,Prelim,,None
DCA23WA302,INC,106838,2023-03-05T18:05:00Z,Havana,,Cuba,,N8792Q,67774,false,Aviation,,,,,,,,,,,23.108214,-82.377247999999994,BOEING,737-8,AIR,,,false,2,,SCHD,,121,Minor,,SOUTHWEST AIRLINES CO,Initial Climb,N/A,,Prelim,,None
DCA23LA196,ACC,106815,2023-03-02T15:20:00Z,Dallas,Texas,United States,,N366FR,9465,false,Aviation,,,,Serious,0,1,0,,,,32.899799999999999,-97.040300000000002,AIRBUS,A320-251N,AIR,,,false,2,,SCHD,,121,None,,Frontier Airlines,Approach,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106815/pdf
DCA23LA191,ACC,106804,2023-02-24T21:30:00Z,New York,New York,United States,,N337JB,19000473,false,Aviation,,,,Serious,0,1,0,,,,40.647489999999998,-73.779982000000004,EMBRAER,ERJ 190-100 IGW,AIR,,,false,2,,SCHD,,121,None,,JETBLUE AIRWAYS CORP,Unknown,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106804/pdf
DCA23LA175,ACC,106744,2023-02-16T08:30:00Z,New Orleans,Louisiana,United States,,N505NK,2485,false,Aviation,DirectorBrief,2023-07-19T04:00:00Z,2023-07-19T18:00:00Z,Serious,0,1,2,The flight’s encounter with convective turbulence.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,29.993333,-90.258055999999996,AIRBUS,A319-132,AIR,,,false,2,TF,SCHD,,121,None,VMC,SPIRIT AIRLINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=106744,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106744/pdf
DCA23LA170,ACC,106723,2023-02-10T22:51:00Z,Rushville,Indiana,United States,,N944AN,29535,false,Aviation,DirectorBrief,2024-03-12T04:00:00Z,2024-03-12T18:00:00Z,Serious,0,1,0,An encounter with clear air turbulence during descent.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Clear air turbulence - Effect on personnel, Personnel issues - Physical - Impairment/incapacitation - Illness/injury - Cabin crew",,39.610030000000002,-85.450000000000003,BOEING,737,AIR,,,false,2,TF,SCHD,,121,None,VMC,American Airlines,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=106723,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106723/pdf
DCA23WA166,OCC,106719,2023-02-10T12:30:00Z,Prestwick,Other Foreign,United Kingdom,,N197DN,28454,false,Aviation,,,,,0,0,0,,,,55.509444000000002,-4.5944440000000002,BOEING,767-332,AIR,,,false,2,,SCHD,,NUSC,Unknown,,DELTA AIR LINES INC,Enroute,N/A,,Prelim,,None
DCA23WA165,OCC,106717,2023-02-09T12:15:00Z,Mediterranean Sea,Other Foreign,Netherlands,,PH-BQO,,false,Aviation,,,,,0,0,0,,,,35.063012999999998,17.717006999999999,BOEING,777,AIR,,,false,2,,SCHD,,NUSC,None,,KLM Royal Dutch Airlines B.V.,Enroute,N/A,,Prelim,,None
DCA23WA160,ACC,106712,2023-01-21T13:00:00Z,Niederrhein/Weeze,Other Foreign,Germany,,9H-QDU,,false,Aviation,,,,Serious,0,1,0,,,,51.602499999999999,6.1422220000000003,BOEING,737,AIR,EDLV,Weeze Airport,false,2,,SCHD,,NUSC,None,,Ryanair,Standing,N/A,,Prelim,,None
DCA23WA157,OCC,106707,2023-01-09T23:59:00Z,Doha,Other Foreign,Qatar,,A7-BCO,,false,Aviation,,,,None,0,0,0,,,,25.273056,51.608055999999998,BOEING,787,AIR,,,false,,,SCHD,,NUSC,None,,Qatar Airways,Enroute,N/A,,Prelim,,None
DCA23LA114,ACC,106534,2023-01-02T05:00:00Z,New York,New York,United States,,N928XJ,15190,false,Aviation,,,,None,0,0,0,,,,40.635494000000001,-73.782786000000002,BOMBARDIER INC,CL-600-2D24,AIR,JFK,John F. Kennedy International Airport,false,2,,SCHD,,121,Substantial,,Endeavor Airlines,Standing,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106534/pdf
DCA23WA161,ACC,106713,2022-12-26T11:00:00Z,Bremen,Other Foreign,Germany,,EI-HEY,62307,false,Aviation,,,,Serious,0,1,0,,,,53.047499999999999,8.7866669999999996,BOEING,737,AIR,EDDW,Bremen Airport,false,2,,SCHD,,NUSC,None,,Ryanair,Standing,N/A,,Prelim,,None
ENG23WA008,INC,106527,2022-12-24T20:56:00Z,Guadalajara,,Mexico,,XA-VIO,8894,false,Aviation,,,,,,,,,,,20.654368999999999,-103.36754000000001,AIRBUS,A320,AIR,MMGL,Guadalajara International,false,2,,SCHD,UNK,NUSC,Minor,,Viva Aerobus,Takeoff,N/A,,Prelim,,None
DCA23LA172,INC,106734,2022-12-18T15:51:00Z,Kahului,Hawaii,United States,,N212UA,30218,false,Aviation,DirectorBrief,2023-08-10T04:00:00Z,2023-08-10T18:30:00Z,None,0,0,0,"The flight crew’s failure to manage the airplane’s vertical flightpath, airspeed, and pitch attitude following a miscommunication about the captain’s desired flap setting during the initial climb.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot",,20.898648999999999,-156.43045000000001,BOEING,777,AIR,,,false,2,TJ,SCHD,,121,None,IMC,UNITED AIRLINES INC,Enroute,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=106734,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/106734/pdf
